,file,dialogId,ID,t,name,initialQuestion,question,answer,rank,nResult,nResult_reduction,delta_nResults,delta_Rank
1455,20220131--quantEvalAllExcel.xlsx,2442,505,0,Verlust des Personalausweises melden (Verlustanzeige),personalausweis verloren,initialQuery,False,1.0,49.0,,,
1456,20220131--quantEvalAllExcel.xlsx,2442,505,1,Verlust des Personalausweises melden (Verlustanzeige),personalausweis verloren,Geht es bei Ihrem Anliegen um elektronisch?,True,1.0,12.0,0.7551020408163265,37.0,0.0
1457,20220131--quantEvalAllExcel.xlsx,2442,505,2,Verlust des Personalausweises melden (Verlustanzeige),personalausweis verloren,Geht es bei Ihrem Anliegen um neu?,True,1.0,6.0,0.5,6.0,0.0
1458,20220131--quantEvalAllExcel.xlsx,2442,505,3,Verlust des Personalausweises melden (Verlustanzeige),personalausweis verloren,Geht es bei Ihrem Anliegen um ausstellung?,False,1.0,3.0,0.5,3.0,0.0
1459,20220131--quantEvalAllExcel.xlsx,2446,506,0,Fahrerlaubnis - Umtausch eines alten Führerscheins in einen EU-Kartenführerschein beantragen,Führerscheins,initialQuery,False,4.0,6.0,,,
1460,20220131--quantEvalAllExcel.xlsx,2446,506,1,Fahrerlaubnis - Umtausch eines alten Führerscheins in einen EU-Kartenführerschein beantragen,Führerscheins,Geht es bei Ihrem Anliegen um kartenführerschein?,True,3.0,3.0,0.5,3.0,1.0
1461,20220131--quantEvalAllExcel.xlsx,2456,507,0,Kraftfahrzeug außer Betrieb setzen (Kfz abmelden),Kfz stillegen,initialQuery,False,1.0,65.0,,,
1462,20220131--quantEvalAllExcel.xlsx,2456,507,1,Kraftfahrzeug außer Betrieb setzen (Kfz abmelden),Kfz stillegen,Geht es bei Ihrem Anliegen um kraftfahrzeug?,True,1.0,28.0,0.5692307692307692,37.0,0.0
1463,20220131--quantEvalAllExcel.xlsx,2456,507,2,Kraftfahrzeug außer Betrieb setzen (Kfz abmelden),Kfz stillegen,Geht es bei Ihrem Anliegen um zulassung?,False,1.0,14.0,0.5,14.0,0.0
1464,20220131--quantEvalAllExcel.xlsx,2456,507,3,Kraftfahrzeug außer Betrieb setzen (Kfz abmelden),Kfz stillegen,Geht es bei Ihrem Anliegen um auto?,True,1.0,7.0,0.5,7.0,0.0
1465,20220131--quantEvalAllExcel.xlsx,2456,507,4,Kraftfahrzeug außer Betrieb setzen (Kfz abmelden),Kfz stillegen,Geht es bei Ihrem Anliegen um abmelden?,True,1.0,4.0,0.4285714285714286,3.0,0.0
1466,20220131--quantEvalAllExcel.xlsx,2456,507,5,Kraftfahrzeug außer Betrieb setzen (Kfz abmelden),Kfz stillegen,Geht es bei Ihrem Anliegen um anhänger?,False,1.0,2.0,0.5,2.0,0.0
1467,20220131--quantEvalAllExcel.xlsx,2461,509,0,Online-Ausweisfunktion (eID) - PIN ändern / neu setzen,Warum kann ich keine Termine im Bürgeramt online buchen?,initialQuery,False,20.0,21.0,,,
1468,20220131--quantEvalAllExcel.xlsx,2461,509,1,Online-Ausweisfunktion (eID) - PIN ändern / neu setzen,Warum kann ich keine Termine im Bürgeramt online buchen?,Geht es bei Ihrem Anliegen um kfz?,False,11.0,12.0,0.4285714285714286,9.0,9.0
1469,20220131--quantEvalAllExcel.xlsx,2461,509,2,Online-Ausweisfunktion (eID) - PIN ändern / neu setzen,Warum kann ich keine Termine im Bürgeramt online buchen?,Geht es bei Ihrem Anliegen um online?,False,7.0,7.0,0.41666666666666663,5.0,4.0
1470,20220131--quantEvalAllExcel.xlsx,2461,509,3,Online-Ausweisfunktion (eID) - PIN ändern / neu setzen,Warum kann ich keine Termine im Bürgeramt online buchen?,Geht es bei Ihrem Anliegen um schufa?,False,4.0,4.0,0.4285714285714286,3.0,3.0
1471,20220131--quantEvalAllExcel.xlsx,2461,509,4,Online-Ausweisfunktion (eID) - PIN ändern / neu setzen,Warum kann ich keine Termine im Bürgeramt online buchen?,Geht es bei Ihrem Anliegen um aktivieren?,True,2.0,2.0,0.5,2.0,2.0
1472,20220131--quantEvalAllExcel.xlsx,2465,510,0,Personalausweis beantragen,Ich möchte für mich und meine Frau einen Termin zum beantragen eines Personalausweises,initialQuery,False,3.0,11.0,,,
1473,20220131--quantEvalAllExcel.xlsx,2465,510,1,Personalausweis beantragen,Ich möchte für mich und meine Frau einen Termin zum beantragen eines Personalausweises,Geht es bei Ihrem Anliegen um neu?,True,3.0,6.0,0.4545454545454546,5.0,0.0
1474,20220131--quantEvalAllExcel.xlsx,2465,510,2,Personalausweis beantragen,Ich möchte für mich und meine Frau einen Termin zum beantragen eines Personalausweises,Geht es bei Ihrem Anliegen um ausstellung?,True,2.0,3.0,0.5,3.0,1.0
1475,20220131--quantEvalAllExcel.xlsx,2478,512,0,Entschädigung nach Infektionsschutzgesetz bei Tätigkeitsverbot/Quarantäne - Selbstständige,Wie lange ist die Quarantäne nach infektion?,initialQuery,False,3.0,3.0,,,
1476,20220131--quantEvalAllExcel.xlsx,2478,512,1,Entschädigung nach Infektionsschutzgesetz bei Tätigkeitsverbot/Quarantäne - Selbstständige,Wie lange ist die Quarantäne nach infektion?,Geht es bei Ihrem Anliegen um abmelden?,False,2.0,2.0,0.33333333333333337,1.0,1.0
1477,20220131--quantEvalAllExcel.xlsx,2496,514,0,Personalausweis abholen,Ich brauche ein Termin um Personalausweis zu abholen,initialQuery,False,1.0,42.0,,,
1478,20220131--quantEvalAllExcel.xlsx,2496,514,1,Personalausweis abholen,Ich brauche ein Termin um Personalausweis zu abholen,Geht es bei Ihrem Anliegen um beantragen?,True,1.0,16.0,0.6190476190476191,26.0,0.0
1479,20220131--quantEvalAllExcel.xlsx,2496,514,2,Personalausweis abholen,Ich brauche ein Termin um Personalausweis zu abholen,Geht es bei Ihrem Anliegen um ausstellung?,False,1.0,11.0,0.3125,5.0,0.0
1480,20220131--quantEvalAllExcel.xlsx,2496,514,3,Personalausweis abholen,Ich brauche ein Termin um Personalausweis zu abholen,Geht es bei Ihrem Anliegen um fahrtenschreiber?,False,1.0,8.0,0.2727272727272727,3.0,0.0
1481,20220131--quantEvalAllExcel.xlsx,2496,514,4,Personalausweis abholen,Ich brauche ein Termin um Personalausweis zu abholen,Geht es bei Ihrem Anliegen um ausweis?,True,1.0,2.0,0.75,6.0,0.0
1482,20220131--quantEvalAllExcel.xlsx,2508,515,0,Anmeldung einer Wohnung,"Wie kann ich einen Termin buchen, um meine Wohnung anzumelden",initialQuery,False,1.0,38.0,,,
1483,20220131--quantEvalAllExcel.xlsx,2508,515,1,Anmeldung einer Wohnung,"Wie kann ich einen Termin buchen, um meine Wohnung anzumelden",Geht es bei Ihrem Anliegen um anmeldung?,True,1.0,20.0,0.4736842105263158,18.0,0.0
1484,20220131--quantEvalAllExcel.xlsx,2508,515,2,Anmeldung einer Wohnung,"Wie kann ich einen Termin buchen, um meine Wohnung anzumelden",Geht es bei Ihrem Anliegen um anmelden?,True,1.0,11.0,0.44999999999999996,9.0,0.0
1485,20220131--quantEvalAllExcel.xlsx,2508,515,3,Anmeldung einer Wohnung,"Wie kann ich einen Termin buchen, um meine Wohnung anzumelden",Geht es bei Ihrem Anliegen um kfz?,False,1.0,6.0,0.4545454545454546,5.0,0.0
1486,20220131--quantEvalAllExcel.xlsx,2508,515,4,Anmeldung einer Wohnung,"Wie kann ich einen Termin buchen, um meine Wohnung anzumelden",Geht es bei Ihrem Anliegen um arbeitgeber?,False,1.0,4.0,0.33333333333333337,2.0,0.0
1487,20220131--quantEvalAllExcel.xlsx,2508,515,5,Anmeldung einer Wohnung,"Wie kann ich einen Termin buchen, um meine Wohnung anzumelden",Geht es bei Ihrem Anliegen um hund?,False,1.0,2.0,0.5,2.0,0.0
1488,20220131--quantEvalAllExcel.xlsx,2519,516,0,Coronavirus - Beschaffung von Tests beantragen,Wie kann ich einen kostenlosen PCR-Test buchen?,initialQuery,False,1.0,1.0,,,
1489,20220131--quantEvalAllExcel.xlsx,2519,516,1,Coronavirus - Beschaffung von Tests beantragen,Wie kann ich einen kostenlosen PCR-Test buchen?,Geht es bei Ihrem Anliegen um antigentest?,True,1.0,1.0,0.0,0.0,0.0
1490,20220131--quantEvalAllExcel.xlsx,2520,517,0,Coronavirus - Beschaffung von Tests beantragen,kostenlos pcr test in charlottenburg,initialQuery,False,1.0,1.0,,,
1491,20220131--quantEvalAllExcel.xlsx,2520,517,1,Coronavirus - Beschaffung von Tests beantragen,kostenlos pcr test in charlottenburg,Geht es bei Ihrem Anliegen um antigentest?,True,1.0,1.0,0.0,0.0,0.0
1492,20220131--quantEvalAllExcel.xlsx,2521,519,0,Bestattung - Durchführung - Ordnungsbehördliche Bestattung,Beerdiegung,,,,,,,
1493,20220131--quantEvalAllExcel.xlsx,2536,521,0,Erstattung nach Infektionsschutzgesetz bei Tätigkeitsverbot/Quarantäne - Arbeitgeber/innen,wann kann ich mich freitesten lassen?,,,,,,,
1494,20220131--quantEvalAllExcel.xlsx,2538,523,0,Coronavirus - Beschaffung von Tests beantragen,Muss man für pcr Test Termin machen,initialQuery,False,1.0,1.0,,,
1495,20220131--quantEvalAllExcel.xlsx,2538,523,1,Coronavirus - Beschaffung von Tests beantragen,Muss man für pcr Test Termin machen,Geht es bei Ihrem Anliegen um antigentest?,True,1.0,1.0,0.0,0.0,0.0
1496,20220131--quantEvalAllExcel.xlsx,2544,525,0,Coronavirus - Beschaffung von Tests beantragen,ich bin per PCR Test positiv wo muss ich das melden?,initialQuery,False,1.0,1.0,,,
1497,20220131--quantEvalAllExcel.xlsx,2544,525,1,Coronavirus - Beschaffung von Tests beantragen,ich bin per PCR Test positiv wo muss ich das melden?,Geht es bei Ihrem Anliegen um antigentest?,True,1.0,1.0,0.0,0.0,0.0
1498,20220131--quantEvalAllExcel.xlsx,2561,526,0,Online-Ausweisfunktion (eID) - PIN ändern / neu setzen,Ausweiss app,,,,,,,
1499,20220131--quantEvalAllExcel.xlsx,2561,527,0,Online-Ausweisfunktion (eID) - PIN ändern / neu setzen,Pin ausweiss app,initialQuery,False,1.0,1.0,,,
1500,20220131--quantEvalAllExcel.xlsx,2561,527,1,Online-Ausweisfunktion (eID) - PIN ändern / neu setzen,Pin ausweiss app,Geht es bei Ihrem Anliegen um aktivieren?,True,1.0,1.0,0.0,0.0,0.0
1501,20220131--quantEvalAllExcel.xlsx,2562,528,0,Personalausweis beantragen,Personalausweis beantragen,initialQuery,False,2.0,39.0,,,
1502,20220131--quantEvalAllExcel.xlsx,2562,528,1,Personalausweis beantragen,Personalausweis beantragen,Geht es bei Ihrem Anliegen um elektronisch?,True,2.0,11.0,0.717948717948718,28.0,0.0
1503,20220131--quantEvalAllExcel.xlsx,2562,528,2,Personalausweis beantragen,Personalausweis beantragen,Geht es bei Ihrem Anliegen um neu?,True,2.0,6.0,0.4545454545454546,5.0,0.0
1504,20220131--quantEvalAllExcel.xlsx,2562,528,3,Personalausweis beantragen,Personalausweis beantragen,Geht es bei Ihrem Anliegen um ausstellung?,True,2.0,3.0,0.5,3.0,0.0
1505,20220131--quantEvalAllExcel.xlsx,2565,529,0,Fahrerlaubnis - Umtausch eines alten Führerscheins in einen EU-Kartenführerschein beantragen,Gilt die Pflicht zum Umtausch des alten Führerscheins (rosa Pappe) gegen den neuen EU-Führerschein in Chipkartenformat auch für Deutsche mit Wohnsitz im außereuropäischen Ausland (Türkei)?,initialQuery,False,1.0,194.0,,,
1506,20220131--quantEvalAllExcel.xlsx,2565,529,1,Fahrerlaubnis - Umtausch eines alten Führerscheins in einen EU-Kartenführerschein beantragen,Gilt die Pflicht zum Umtausch des alten Führerscheins (rosa Pappe) gegen den neuen EU-Führerschein in Chipkartenformat auch für Deutsche mit Wohnsitz im außereuropäischen Ausland (Türkei)?,Geht es bei Ihrem Anliegen um ausland?,False,1.0,121.0,0.37628865979381443,73.0,0.0
1507,20220131--quantEvalAllExcel.xlsx,2565,529,2,Fahrerlaubnis - Umtausch eines alten Führerscheins in einen EU-Kartenführerschein beantragen,Gilt die Pflicht zum Umtausch des alten Führerscheins (rosa Pappe) gegen den neuen EU-Führerschein in Chipkartenformat auch für Deutsche mit Wohnsitz im außereuropäischen Ausland (Türkei)?,Geht es bei Ihrem Anliegen um beantragen?,True,1.0,28.0,0.768595041322314,93.0,0.0
1508,20220131--quantEvalAllExcel.xlsx,2565,529,3,Fahrerlaubnis - Umtausch eines alten Führerscheins in einen EU-Kartenführerschein beantragen,Gilt die Pflicht zum Umtausch des alten Führerscheins (rosa Pappe) gegen den neuen EU-Führerschein in Chipkartenformat auch für Deutsche mit Wohnsitz im außereuropäischen Ausland (Türkei)?,Geht es bei Ihrem Anliegen um beförderung?,False,1.0,20.0,0.2857142857142857,8.0,0.0
1509,20220131--quantEvalAllExcel.xlsx,2565,529,4,Fahrerlaubnis - Umtausch eines alten Führerscheins in einen EU-Kartenführerschein beantragen,Gilt die Pflicht zum Umtausch des alten Führerscheins (rosa Pappe) gegen den neuen EU-Führerschein in Chipkartenformat auch für Deutsche mit Wohnsitz im außereuropäischen Ausland (Türkei)?,Geht es bei Ihrem Anliegen um erteilung?,False,1.0,16.0,0.19999999999999996,4.0,0.0
1510,20220131--quantEvalAllExcel.xlsx,2565,529,5,Fahrerlaubnis - Umtausch eines alten Führerscheins in einen EU-Kartenführerschein beantragen,Gilt die Pflicht zum Umtausch des alten Führerscheins (rosa Pappe) gegen den neuen EU-Führerschein in Chipkartenformat auch für Deutsche mit Wohnsitz im außereuropäischen Ausland (Türkei)?,Geht es bei Ihrem Anliegen um fahrerlaubnis?,True,1.0,4.0,0.75,12.0,0.0
1511,20220131--quantEvalAllExcel.xlsx,2565,529,6,Fahrerlaubnis - Umtausch eines alten Führerscheins in einen EU-Kartenführerschein beantragen,Gilt die Pflicht zum Umtausch des alten Führerscheins (rosa Pappe) gegen den neuen EU-Führerschein in Chipkartenformat auch für Deutsche mit Wohnsitz im außereuropäischen Ausland (Türkei)?,Geht es bei Ihrem Anliegen um diebstahl?,False,1.0,2.0,0.5,2.0,0.0
1512,20220131--quantEvalAllExcel.xlsx,2570,530,0,Impfung gegen Corona (SARS-CoV-2) ,Tochter 11 jahre impfung,initialQuery,False,4.0,11.0,,,
1513,20220131--quantEvalAllExcel.xlsx,2570,530,1,Impfung gegen Corona (SARS-CoV-2) ,Tochter 11 jahre impfung,Geht es bei Ihrem Anliegen um impfung?,True,3.0,5.0,0.5454545454545454,6.0,1.0
1514,20220131--quantEvalAllExcel.xlsx,2570,530,2,Impfung gegen Corona (SARS-CoV-2) ,Tochter 11 jahre impfung,Geht es bei Ihrem Anliegen um biontech?,True,1.0,2.0,0.6,3.0,2.0
1515,20220131--quantEvalAllExcel.xlsx,2573,531,0,Führungszeugnis beantragen,führungszeugnis,initialQuery,False,1.0,1.0,,,
1516,20220131--quantEvalAllExcel.xlsx,2573,531,1,Führungszeugnis beantragen,führungszeugnis,Geht es bei Ihrem Anliegen um amtlich?,True,1.0,1.0,0.0,0.0,0.0
1517,20220131--quantEvalAllExcel.xlsx,2576,532,0,Führungszeugnis beantragen,"Wo finde ich schriftliche Antragsformulare, um z.B. ein Führungszeugnis schriftlich zu beantragen?",initialQuery,False,2.0,2.0,,,
1518,20220131--quantEvalAllExcel.xlsx,2576,532,1,Führungszeugnis beantragen,"Wo finde ich schriftliche Antragsformulare, um z.B. ein Führungszeugnis schriftlich zu beantragen?",Geht es bei Ihrem Anliegen um aktuell?,False,1.0,1.0,0.5,1.0,1.0
1519,20220131--quantEvalAllExcel.xlsx,2577,533,0,Impfung gegen Corona (SARS-CoV-2) ,zur Johnson Impfung,initialQuery,False,3.0,5.0,,,
1520,20220131--quantEvalAllExcel.xlsx,2577,533,1,Impfung gegen Corona (SARS-CoV-2) ,zur Johnson Impfung,Geht es bei Ihrem Anliegen um biontech?,True,1.0,2.0,0.6,3.0,2.0
1521,20220131--quantEvalAllExcel.xlsx,2577,535,0,Impfung gegen Corona (SARS-CoV-2) ,Johnson impfung,initialQuery,False,3.0,5.0,,,
1522,20220131--quantEvalAllExcel.xlsx,2577,535,1,Impfung gegen Corona (SARS-CoV-2) ,Johnson impfung,Geht es bei Ihrem Anliegen um biontech?,True,1.0,2.0,0.6,3.0,2.0
1523,20220131--quantEvalAllExcel.xlsx,2580,536,0,Reisepass beantragen,Ich brauche ein Reisepass Termin,initialQuery,False,3.0,8.0,,,
1524,20220131--quantEvalAllExcel.xlsx,2580,536,1,Reisepass beantragen,Ich brauche ein Reisepass Termin,Geht es bei Ihrem Anliegen um ausstellung?,True,2.0,4.0,0.5,4.0,1.0
1525,20220131--quantEvalAllExcel.xlsx,2580,536,2,Reisepass beantragen,Ich brauche ein Reisepass Termin,Geht es bei Ihrem Anliegen um ausweis?,True,1.0,2.0,0.5,2.0,1.0
1526,20220131--quantEvalAllExcel.xlsx,2582,537,0,Fahrerlaubnis - Umtausch eines alten Führerscheins in einen EU-Kartenführerschein beantragen,"Ich möchte meinen grauen Führerschein umtausche, den ich im Landkreis Stade gemacht habe.",initialQuery,False,2.0,7.0,,,
1527,20220131--quantEvalAllExcel.xlsx,2582,537,1,Fahrerlaubnis - Umtausch eines alten Führerscheins in einen EU-Kartenführerschein beantragen,"Ich möchte meinen grauen Führerschein umtausche, den ich im Landkreis Stade gemacht habe.",Geht es bei Ihrem Anliegen um kartenführerschein?,True,2.0,3.0,0.5714285714285714,4.0,0.0
1528,20220131--quantEvalAllExcel.xlsx,2583,538,0,Personalausweis beantragen,Ich brauche einen Personalausweis,initialQuery,False,2.0,39.0,,,
1529,20220131--quantEvalAllExcel.xlsx,2583,538,1,Personalausweis beantragen,Ich brauche einen Personalausweis,Geht es bei Ihrem Anliegen um elektronisch?,True,2.0,11.0,0.717948717948718,28.0,0.0
1530,20220131--quantEvalAllExcel.xlsx,2583,538,2,Personalausweis beantragen,Ich brauche einen Personalausweis,Geht es bei Ihrem Anliegen um neu?,True,2.0,6.0,0.4545454545454546,5.0,0.0
1531,20220131--quantEvalAllExcel.xlsx,2583,538,3,Personalausweis beantragen,Ich brauche einen Personalausweis,Geht es bei Ihrem Anliegen um ausstellung?,True,2.0,3.0,0.5,3.0,0.0
1532,20220131--quantEvalAllExcel.xlsx,2586,539,0,Personalausweis beantragen,"Personalausweis beantragen, keine Termine  Bin 86 Jahre alt",initialQuery,False,2.0,60.0,,,
1533,20220131--quantEvalAllExcel.xlsx,2586,539,1,Personalausweis beantragen,"Personalausweis beantragen, keine Termine  Bin 86 Jahre alt",Geht es bei Ihrem Anliegen um beantragung?,True,2.0,13.0,0.7833333333333333,47.0,0.0
1534,20220131--quantEvalAllExcel.xlsx,2586,539,2,Personalausweis beantragen,"Personalausweis beantragen, keine Termine  Bin 86 Jahre alt",Geht es bei Ihrem Anliegen um ausstellung?,True,2.0,4.0,0.6923076923076923,9.0,0.0
1535,20220131--quantEvalAllExcel.xlsx,2586,539,3,Personalausweis beantragen,"Personalausweis beantragen, keine Termine  Bin 86 Jahre alt",Geht es bei Ihrem Anliegen um ausstellen?,True,2.0,2.0,0.5,2.0,0.0
1536,20220131--quantEvalAllExcel.xlsx,2605,540,0,Führungszeugnis beantragen,erweitertes Führungszeugnis Schriftlich beantragen?,initialQuery,False,1.0,2.0,,,
1537,20220131--quantEvalAllExcel.xlsx,2605,540,1,Führungszeugnis beantragen,erweitertes Führungszeugnis Schriftlich beantragen?,Geht es bei Ihrem Anliegen um aktuell?,False,1.0,1.0,0.5,1.0,0.0
1538,20220131--quantEvalAllExcel.xlsx,2606,541,0,Meldebescheinigung beantragen,erweiterte meldebescheinigung,initialQuery,False,1.0,1.0,,,
1539,20220131--quantEvalAllExcel.xlsx,2606,541,1,Meldebescheinigung beantragen,erweiterte meldebescheinigung,Geht es bei Ihrem Anliegen um anmeldebescheinigung?,True,1.0,1.0,0.0,0.0,0.0
1540,20220131--quantEvalAllExcel.xlsx,2607,542,0,Anmeldung einer Wohnung,Wohnung anmelden Termin,initialQuery,False,1.0,38.0,,,
1541,20220131--quantEvalAllExcel.xlsx,2607,542,1,Anmeldung einer Wohnung,Wohnung anmelden Termin,Geht es bei Ihrem Anliegen um anmeldung?,True,1.0,20.0,0.4736842105263158,18.0,0.0
1542,20220131--quantEvalAllExcel.xlsx,2607,542,2,Anmeldung einer Wohnung,Wohnung anmelden Termin,Geht es bei Ihrem Anliegen um anmelden?,True,1.0,11.0,0.44999999999999996,9.0,0.0
1543,20220131--quantEvalAllExcel.xlsx,2607,542,3,Anmeldung einer Wohnung,Wohnung anmelden Termin,Geht es bei Ihrem Anliegen um kfz?,False,1.0,6.0,0.4545454545454546,5.0,0.0
1544,20220131--quantEvalAllExcel.xlsx,2607,542,4,Anmeldung einer Wohnung,Wohnung anmelden Termin,Geht es bei Ihrem Anliegen um arbeitgeber?,False,1.0,4.0,0.33333333333333337,2.0,0.0
1545,20220131--quantEvalAllExcel.xlsx,2607,542,5,Anmeldung einer Wohnung,Wohnung anmelden Termin,Geht es bei Ihrem Anliegen um hund?,False,1.0,2.0,0.5,2.0,0.0
1546,20220131--quantEvalAllExcel.xlsx,2614,545,0,Coronavirus - Beschaffung von Tests beantragen,ich möchte eine Pcr Test machen weil ich Symptome habe,initialQuery,False,1.0,1.0,,,
1547,20220131--quantEvalAllExcel.xlsx,2614,545,1,Coronavirus - Beschaffung von Tests beantragen,ich möchte eine Pcr Test machen weil ich Symptome habe,Geht es bei Ihrem Anliegen um antigentest?,True,1.0,1.0,0.0,0.0,0.0
1548,20220131--quantEvalAllExcel.xlsx,2616,546,0,Führungszeugnis beantragen,Ich brauche ein erweitertes führungszeugnis,initialQuery,False,1.0,1.0,,,
1549,20220131--quantEvalAllExcel.xlsx,2616,546,1,Führungszeugnis beantragen,Ich brauche ein erweitertes führungszeugnis,Geht es bei Ihrem Anliegen um amtlich?,True,1.0,1.0,0.0,0.0,0.0
1550,20220131--quantEvalAllExcel.xlsx,2620,547,0,Reisepass beantragen,Reisepass beantragen,initialQuery,False,3.0,8.0,,,
1551,20220131--quantEvalAllExcel.xlsx,2620,547,1,Reisepass beantragen,Reisepass beantragen,Geht es bei Ihrem Anliegen um ausstellung?,True,2.0,4.0,0.5,4.0,1.0
1552,20220131--quantEvalAllExcel.xlsx,2620,547,2,Reisepass beantragen,Reisepass beantragen,Geht es bei Ihrem Anliegen um ausweis?,True,1.0,2.0,0.5,2.0,1.0
1553,20220131--quantEvalAllExcel.xlsx,2620,548,0,Reisepass beantragen,Termin reisepass,initialQuery,False,3.0,8.0,,,
1554,20220131--quantEvalAllExcel.xlsx,2620,548,1,Reisepass beantragen,Termin reisepass,Geht es bei Ihrem Anliegen um ausstellung?,True,2.0,4.0,0.5,4.0,1.0
1555,20220131--quantEvalAllExcel.xlsx,2620,548,2,Reisepass beantragen,Termin reisepass,Geht es bei Ihrem Anliegen um ausweis?,True,1.0,2.0,0.5,2.0,1.0
1556,20220131--quantEvalAllExcel.xlsx,2636,549,0,Approbation als Arzt - Erteilung - wenn Ärztliche Prüfung in Berlin abgelegt,Wie man einen Arzt kontaktiert,initialQuery,False,1.0,8.0,,,
1557,20220131--quantEvalAllExcel.xlsx,2636,549,1,Approbation als Arzt - Erteilung - wenn Ärztliche Prüfung in Berlin abgelegt,Wie man einen Arzt kontaktiert,Geht es bei Ihrem Anliegen um prüfung?,True,1.0,4.0,0.5,4.0,0.0
1558,20220131--quantEvalAllExcel.xlsx,2636,549,2,Approbation als Arzt - Erteilung - wenn Ärztliche Prüfung in Berlin abgelegt,Wie man einen Arzt kontaktiert,Geht es bei Ihrem Anliegen um berlinapprobation?,True,1.0,2.0,0.5,2.0,0.0
1559,20220131--quantEvalAllExcel.xlsx,2640,550,0,Coronavirus - Beschaffung von Tests beantragen,Wie bekomme ich einen gratis pcr Test?,,,,,,,
1560,20220131--quantEvalAllExcel.xlsx,2641,551,0,Personalausweis beantragen,Ich benötige einen Termin für die Beantragung eines Personalausweises. Wie bekomme ich den?,initialQuery,False,4.0,13.0,,,
1561,20220131--quantEvalAllExcel.xlsx,2641,551,1,Personalausweis beantragen,Ich benötige einen Termin für die Beantragung eines Personalausweises. Wie bekomme ich den?,Geht es bei Ihrem Anliegen um eid?,True,1.0,7.0,0.46153846153846156,6.0,3.0
1562,20220131--quantEvalAllExcel.xlsx,2641,551,2,Personalausweis beantragen,Ich benötige einen Termin für die Beantragung eines Personalausweises. Wie bekomme ich den?,Geht es bei Ihrem Anliegen um beantragung?,True,1.0,3.0,0.5714285714285714,4.0,0.0
1563,20220131--quantEvalAllExcel.xlsx,2651,552,0,Anmeldung einer Wohnung,Kann ich kurzfristig einen termin bekommen zum anmelden einer wohnung,initialQuery,False,1.0,39.0,,,
1564,20220131--quantEvalAllExcel.xlsx,2651,552,1,Anmeldung einer Wohnung,Kann ich kurzfristig einen termin bekommen zum anmelden einer wohnung,Geht es bei Ihrem Anliegen um anmeldung?,True,1.0,20.0,0.4871794871794872,19.0,0.0
1565,20220131--quantEvalAllExcel.xlsx,2651,552,2,Anmeldung einer Wohnung,Kann ich kurzfristig einen termin bekommen zum anmelden einer wohnung,Geht es bei Ihrem Anliegen um anmelden?,True,1.0,11.0,0.44999999999999996,9.0,0.0
1566,20220131--quantEvalAllExcel.xlsx,2651,552,3,Anmeldung einer Wohnung,Kann ich kurzfristig einen termin bekommen zum anmelden einer wohnung,Geht es bei Ihrem Anliegen um kfz?,False,1.0,6.0,0.4545454545454546,5.0,0.0
1567,20220131--quantEvalAllExcel.xlsx,2651,552,4,Anmeldung einer Wohnung,Kann ich kurzfristig einen termin bekommen zum anmelden einer wohnung,Geht es bei Ihrem Anliegen um arbeitgeber?,False,1.0,4.0,0.33333333333333337,2.0,0.0
1568,20220131--quantEvalAllExcel.xlsx,2651,552,5,Anmeldung einer Wohnung,Kann ich kurzfristig einen termin bekommen zum anmelden einer wohnung,Geht es bei Ihrem Anliegen um hund?,False,1.0,2.0,0.5,2.0,0.0
1569,20220131--quantEvalAllExcel.xlsx,2653,553,0,Reisepass beantragen,Kan ich mit meinem genesen pas nach die magic mike show?,,,,,,,
1570,20220131--quantEvalAllExcel.xlsx,2666,555,0,Coronavirus - Beschaffung von Tests beantragen,Termin für Test im senatseigenen plaza,initialQuery,False,1.0,1.0,,,
1571,20220131--quantEvalAllExcel.xlsx,2666,555,1,Coronavirus - Beschaffung von Tests beantragen,Termin für Test im senatseigenen plaza,Geht es bei Ihrem Anliegen um antigentest?,True,1.0,1.0,0.0,0.0,0.0
1572,20220131--quantEvalAllExcel.xlsx,2691,557,0,Meldebescheinigung beantragen,ich bin Frau Baykus leider habe ich immer noch keine Qurantäne Bescheinigung bekommen Habe es zweimal abgeschickt 10.1.22,initialQuery,False,1.0,58.0,,,
1573,20220131--quantEvalAllExcel.xlsx,2691,557,1,Meldebescheinigung beantragen,ich bin Frau Baykus leider habe ich immer noch keine Qurantäne Bescheinigung bekommen Habe es zweimal abgeschickt 10.1.22,Geht es bei Ihrem Anliegen um bescheinigung?,True,1.0,21.0,0.6379310344827587,37.0,0.0
1574,20220131--quantEvalAllExcel.xlsx,2691,557,2,Meldebescheinigung beantragen,ich bin Frau Baykus leider habe ich immer noch keine Qurantäne Bescheinigung bekommen Habe es zweimal abgeschickt 10.1.22,Geht es bei Ihrem Anliegen um beantragen?,True,1.0,7.0,0.6666666666666667,14.0,0.0
1575,20220131--quantEvalAllExcel.xlsx,2691,557,3,Meldebescheinigung beantragen,ich bin Frau Baykus leider habe ich immer noch keine Qurantäne Bescheinigung bekommen Habe es zweimal abgeschickt 10.1.22,Geht es bei Ihrem Anliegen um anerkennung?,False,1.0,4.0,0.4285714285714286,3.0,0.0
